,title,mean,rank,popularity,num_list_users,num_scoring_users,status,num_chapters,ranking.rank,rating,members,genres0
1145,Dagashi Kashi,7.0,7545.0,804,17433,4657,finished,186,7545,6.73,145468,Comedy
1146,Hinako Note,7.0,7549.0,8458,1560,289,finished,68,7549,,909,Comedy
1148,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.65,11415.0,6560,2153,588,finished,10,11415,,531,Drama
1149,Dragon Drive,6.99,7590.0,4138,3660,1761,finished,57,7590,6.88,14232,Action
1150,Kage kara Mamoru!,6.99,7606.0,12990,837,175,finished,0,7606,6.73,17136,Action
1151,Kemeko Deluxe!,6.99,7607.0,9078,1408,362,finished,63,7607,6.75,26991,Ecchi
1154,Gekka Bijin,6.99,7647.0,7755,1747,386,finished,21,7647,6.23,1487,Action
1156,Mikagura Gakuen Kumikyoku,6.99,7676.0,9827,1264,202,finished,31,7676,6.82,47642,Action
1157,Hanaukyou Maid-tai,6.98,7718.0,9587,1308,381,finished,94,7718,6.72,19053,Ecchi
1158,Iketeru Futari,6.98,7719.0,8376,1579,382,finished,331,7719,6.78,11933,Ecchi
1159,Angelique,6.98,7731.0,14766,674,126,finished,59,7731,6.53,3523,Fantasy
1160,Gedo Senki,6.98,7739.0,12247,917,311,finished,0,7739,7.18,59243,Adventure
1162,Garden,6.51,12721.0,8154,1630,588,finished,7,12721,6.73,4334,Fantasy
1164,Teekyuu,6.98,7797.0,8716,1497,181,finished,143,7797,6.77,30291,Sports
1165,Isekai no Seikishi Monogatari,6.97,7819.0,9680,1291,218,finished,13,7819,8.09,72021,Action
1166,Cardfight!! Vanguard,6.97,7821.0,11646,989,264,finished,75,7821,7.25,24821,Action
1167,Stop!! Hibari-kun!,6.97,7827.0,4002,3783,1238,finished,53,7827,7.12,1355,Romance
1168,Onegai☆Twins,6.97,7837.0,4996,2969,1488,finished,10,7837,7.05,59164,Romance
1169,Murder Princess,6.97,7838.0,4271,3523,1493,finished,11,7838,7.14,39377,Adventure
1170,Kojin Jugyou,6.97,7858.0,17610,490,187,finished,0,7858,5.63,739,Drama
1171,Dai Mahou Touge,6.97,7878.0,15485,620,108,finished,28,7878,7.09,19555,Fantasy
1172,Unico,6.97,7888.0,12995,837,280,finished,9,7888,7.43,2063,Fantasy
1173,Getsuyoubi no Tawawa,6.96,7946.0,2402,6413,1260,currently_publishing,0,7946,6.56,16663,Ecchi
1174,"Umi no Yami, Tsuki no Kage",6.96,7949.0,16722,540,123,finished,0,7949,6.27,483,Romance
1175,Taiho Shichau zo,6.96,7952.0,7704,1761,468,finished,79,7952,7.51,8557,Action
1176,Venus Senki,6.96,7974.0,13796,758,195,finished,29,7974,6.94,5204,Action
1177,Shounen Onmyouji,6.96,7981.0,15790,601,138,finished,6,7981,7.71,33321,Fantasy
1178,Sengoku Basara,6.96,7986.0,11895,959,190,finished,20,7986,7.57,93940,Action
1179,Last Exile: Ginyoku no Fam,6.96,8001.0,15488,620,134,finished,16,8001,7.14,28616,Action
1180,Okama Hakusho,6.95,8080.0,9992,1236,407,finished,61,8080,5.67,183,Ecchi
1182,Kuusen Madoushi Kouhosei no Kyoukan,6.71,10811.0,7594,1792,301,finished,24,10811,6.57,81870,Action
1184,Koukaku no Pandora,6.95,8146.0,6282,2261,310,currently_publishing,0,8146,6.66,25545,Action
1185,Crying Freeman,6.94,8183.0,2750,5642,1682,finished,103,8184,6.67,4747,Action
1186,Kyoukasho ni Nai!,6.94,8188.0,8692,1500,382,finished,179,8189,5.85,2237,Ecchi
1187,Ooyasan wa Shishunki!,6.94,8236.0,11348,1027,130,currently_publishing,0,8237,6.66,24131,Comedy
1188,Miracle☆Girls,6.93,8281.0,10236,1198,525,finished,39,8282,7.28,2033,Fantasy
1189,Tokyo Mew Mew,6.93,8283.0,576,23504,12875,finished,32,8284,7.04,67936,Fantasy
1190,Mahou no Tenshi Creamy Mami,6.93,8305.0,17441,498,125,finished,0,8306,7.18,5112,Fantasy
1191,Kamigami no Asobi,6.93,8353.0,6752,2071,624,finished,17,8353,7.32,61410,Romance
1192,Koufuku Graffiti,6.93,8355.0,9323,1361,180,finished,75,8355,6.84,46093,Comedy
1193,Alice to Zouroku,6.93,8360.0,8501,1549,146,currently_publishing,0,8360,,515,Supernatural
1194,Yu☆Gi☆Oh! Arc-V,6.92,8370.0,6845,2036,807,finished,45,8370,7.61,17571,Action
1196,Senjutsu Choukoukaku Orion,6.92,8388.0,11120,1059,480,finished,6,8388,5.47,244,Action
1197,Otome wa Boku ni Koishiteru,6.92,8395.0,6363,2231,755,finished,21,8395,7.18,42190,Comedy
1198,Air Master,6.92,8398.0,9365,1353,295,finished,254,8398,7.14,22433,Action
1199,Happiness!,6.92,8403.0,15283,634,121,finished,11,8403,6.56,24393,Comedy
1200,Mouse,6.92,8413.0,7601,1791,581,finished,117,8413,6.17,10979,Action
1201,Otome wa Boku ni Koishiteru: Futari no Elder,6.92,8468.0,9862,1255,334,finished,16,8468,6.96,10579,Comedy
1202,Tiger Mask,6.92,8475.0,12982,838,174,finished,70,8475,7.38,4031,Action
1203,Yumekuri,6.92,8478.0,4805,3093,857,finished,41,8478,5.64,4218,Ecchi
1204,Re-Kan!,6.92,8487.0,13522,784,107,currently_publishing,0,8487,6.83,37544,Supernatural
1205,Slow Step,6.91,8516.0,8839,1466,661,finished,55,8516,6.84,1219,Comedy
1206,Maken-Ki!,6.91,8537.0,886,15909,4993,finished,146,8537,6.69,104182,Action
1208,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,6.91,8559.0,5556,2608,1158,finished,0,8559,7.14,25251,Action
1210,Majimoji Rurumo,6.9,8659.0,7508,1815,277,finished,42,8659,6.94,38952,Fantasy
1212,Bokusatsu Tenshi Dokuro-chan,6.78,10002.0,5920,2414,640,finished,19,10002,6.85,117080,Comedy
1213,Mujaki no Rakuen,6.9,8684.0,1257,11941,4160,finished,93,8684,6.09,12054,Comedy
1214,Ninin ga Shinobuden,6.89,8734.0,11758,975,271,finished,68,8734,7.03,23125,Comedy
1215,Megami Kouhosei,6.89,8735.0,6628,2124,919,finished,27,8735,6.55,14757,Adventure
1216,Onmyou Taisenki,6.89,8742.0,19876,382,113,finished,27,8742,7.28,3945,Action
1217,Jungle Taitei,6.89,8745.0,8127,1639,561,finished,23,8745,6.69,3067,Adventure
1218,Boku wa Imouto ni Koi wo Suru,6.89,8751.0,1872,8057,3362,finished,60,8751,6.57,26923,Comedy
1220,Fractale,6.89,8836.0,9627,1300,280,finished,13,8836,7.06,55100,Action
1221,Osomatsu-kun,6.88,8863.0,13545,782,132,finished,0,8863,6.99,1322,Comedy
1222,Robotics;Notes,6.88,8869.0,8672,1505,215,finished,31,8869,7.43,107304,Adventure
1223,Comic Party,6.88,8875.0,6727,2084,946,finished,49,8875,6.68,12988,Comedy
1224,Sakura Taisen,6.88,8878.0,7420,1842,669,finished,29,8878,7.01,11293,Action
1225,Sequence,6.88,8879.0,15309,632,235,finished,16,8879,5.64,152,Action
1226,Otogizoushi,6.87,8991.0,14396,704,295,finished,10,8990,7.1,10591,Action
1228,Sasuga no Sarutobi,6.85,9259.0,17338,504,176,finished,46,9259,6.73,483,Action
1229,Kill la Kill,6.85,9279.0,1102,13229,5589,finished,17,9279,8.23,508118,Action
1231,Skull Man,6.84,9337.0,12237,919,212,finished,50,9337,6.79,16361,Action
1232,Witchblade,6.84,9345.0,5054,2915,1114,finished,12,9345,7.4,64697,Action
1233,Chicchana Yukitsukai Sugar,6.84,9347.0,10404,1171,499,finished,14,9347,7.19,14955,Fantasy
1234,Onikirimaru,6.84,9353.0,17631,489,107,finished,0,9353,6.46,1174,Action
1235,Umi no Triton,6.84,9370.0,18575,440,135,finished,33,9370,6.59,709,Action
1236,Sansha Sanyou,6.84,9371.0,12657,872,110,finished,233,9371,7.23,28423,Comedy
1237,Kitakubu Katsudou Kiroku,6.84,9381.0,13489,787,106,finished,65,9381,6.81,29790,Comedy
1238,Ikkitousen,6.83,9431.0,2172,7073,2301,finished,187,9431,6.62,88969,Action
1239,Narue no Sekai,6.83,9445.0,7684,1765,562,finished,98,9445,6.7,11544,Romance
1240,Lost Universe,6.83,9457.0,16580,549,210,finished,20,9457,7.1,9293,Action
1241,Dragon Knight,6.83,9461.0,13256,810,369,finished,7,9461,5.72,1540,Adventure
1242,Chocolate Underground,6.83,9498.0,15348,629,219,finished,3,9498,6.28,9351,Adventure
1243,Oneechan ga Kita,6.83,9501.0,6412,2207,411,finished,0,9501,6.54,45457,Comedy
1244,Cyclops Shoujo Saipuu,6.83,9518.0,2573,5975,1617,finished,160,9518,6.02,15329,Comedy
1245,Nobunagun,6.83,9539.0,12616,876,130,finished,41,9539,6.83,43551,Action
1246,Megane na Kanojo,6.82,9544.0,15919,592,142,finished,8,9544,6.78,10119,Comedy
1247,Kakugo no Susume,6.82,9576.0,7721,1757,302,finished,100,9576,4.49,4269,Action
1248,Amon: Devilman Mokushiroku,6.82,9584.0,3607,4226,1479,finished,41,9584,6.68,7706,Action
1249,Amaenaide yo!!,6.82,9591.0,10069,1225,332,finished,42,9591,6.67,48939,Ecchi
1250,"Kumo no Mukou, Yakusoku no Basho",6.82,9595.0,5748,2501,550,finished,8,9595,7.89,103975,Drama
1251,Cross Ange: Tenshi to Ryuu no Rondo,6.82,9628.0,10338,1182,198,finished,12,9628,7.47,75807,Action
1252,Ashita no Nadja,6.81,9679.0,12063,939,326,finished,12,9679,7.68,13742,Adventure
1253,Ninku,6.81,9683.0,17150,515,104,finished,81,9683,7.15,2424,Action
1254,Kantoku Fuyuki Todoki,6.81,9697.0,9947,1244,353,finished,22,9697,5.94,4037,Comedy
1255,Inu to Hasami wa Tsukaiyou,6.81,9715.0,9174,1387,299,finished,21,9715,6.68,69526,Supernatural
1256,Hajimete no Gal,6.81,9739.0,368,36082,12567,currently_publishing,0,9739,,1408,Ecchi
1257,Vampire,6.8,9791.0,15509,619,222,finished,29,9791,6.56,2589,Supernatural
1259,Starry☆Sky,6.8,9833.0,12386,903,117,finished,0,9833,6.31,37155,Romance
1260,Dragon Ball: Episode of Bardock,6.8,9843.0,2719,5704,3472,finished,3,9843,7.4,29030,Action
1261,Swimming,6.79,9869.0,13865,750,437,finished,5,9869,5.45,125,Sports
1262,Isuca,6.79,9917.0,2149,7145,2311,finished,66,9917,6.17,63638,Action
1263,s.CRY.ed,6.78,9995.0,6917,2006,798,finished,45,9995,7.45,52784,Action
1264,Mamotte Shugogetten!,6.78,9998.0,9872,1254,481,finished,71,9998,6.79,4995,Fantasy
1265,Andromeda Stories,6.78,9999.0,17361,502,133,finished,0,9999,6.19,737,Action
1266,Astro Boy: Tetsuwan Atom,6.78,10001.0,7529,1808,759,finished,30,10001,7.02,9331,Action
1268,12-sai.,6.78,10051.0,10868,1101,169,finished,130,10051,6.59,6211,Romance
1270,White Album,6.77,10118.0,7324,1872,664,finished,25,10118,6.74,54376,Romance
1271,Yu☆Gi☆Oh! Zexal,6.76,10194.0,6059,2359,903,finished,56,10194,6.58,22480,Action
1272,009 Re:Cyborg,6.76,10207.0,12124,931,232,finished,35,10207,6.76,8307,Action
1273,Fight Ippatsu! Juuden-chan!!,6.76,10236.0,9224,1377,285,finished,74,10236,6.82,20279,Comedy
1274,Sazae-san,6.76,10240.0,17312,505,122,finished,6477,10240,6.35,1632,Comedy
1276,Tokyo Underground,6.75,10325.0,14223,719,205,finished,84,10325,6.74,17920,Action
1277,Ladies versus Butlers!,6.75,10352.0,8454,1560,293,currently_publishing,0,10352,6.87,94820,Ecchi
1279,Concerto,6.74,10435.0,5986,2386,1263,finished,5,10435,5.48,709,Romance
1280,Akaneiro ni Somaru Saka,6.74,10441.0,5001,2967,1384,finished,11,10441,6.69,91453,Comedy
1281,Mahou Sensou,6.74,10481.0,5156,2848,691,finished,27,10481,6.18,104192,Action
1283,Asatte Dance,6.73,10556.0,5989,2384,741,finished,89,10556,5.77,534,Drama
1285,Hi no Tori,6.72,10720.0,12642,874,270,finished,19,10720,7.29,4247,Fantasy
1286,Menkui!,6.71,10740.0,14199,721,392,finished,14,10740,7.24,4954,Romance
1287,El Hazard: The Magnificent World,6.71,10741.0,11854,964,490,finished,15,10741,7.44,10130,Action
1288,To Heart,6.71,10742.0,12817,855,326,finished,11,10742,6.7,16757,Drama
1289,Koutetsu Tenshi Kurumi,6.71,10748.0,14823,670,198,finished,69,10748,6.92,15653,Ecchi
1290,Shin Megami Tensei Devil Children,6.71,10753.0,19090,416,105,finished,26,10753,6.63,1110,Action
1291,Taboo Tattoo,6.71,10778.0,1509,9955,2676,finished,80,10778,6.11,99460,Action
1292,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.71,10823.0,2078,7366,1825,finished,58,10823,6.46,74320,Ecchi
1293,Kowarekake no Orgel,6.7,10859.0,11643,990,182,finished,5,10859,7.49,24876,Romance
1294,Kokuhaku,6.7,10863.0,20210,369,160,finished,4,10863,2.67,816,Drama
1295,Riding Bean,6.7,10871.0,15051,652,178,finished,4,10871,7.16,6547,Action
1296,Darkside Blues,6.7,10886.0,18228,457,135,finished,0,10886,6.33,5224,Action
1297,Hen,6.7,10891.0,13726,764,134,finished,140,10891,5.48,2153,Ecchi
1298,Tokkou,6.7,10898.0,4584,3252,1489,finished,11,10898,6.71,30836,Action
1302,Blood-C,6.69,11019.0,2856,5442,1701,finished,17,11019,6.73,118553,Action
1303,Nijiiro☆Prism Girl,6.69,11021.0,18454,446,115,finished,0,11021,6.38,1390,Comedy
1304,Shinsekai yori,6.69,11031.0,1570,9524,3341,finished,27,11031,8.53,288376,Ecchi
1307,Chitose Get You!!,6.67,11200.0,14334,710,167,finished,202,11200,6.39,12886,Romance
1309,Attacker You!,6.67,11213.0,19628,391,168,finished,23,11213,6.66,2733,Romance
1310,Virgin Night,6.67,11221.0,18763,431,135,finished,16,11221,6.55,2171,Ecchi
1311,Asagiri no Miko,6.67,11224.0,15764,602,191,finished,85,11224,6.31,4721,Action
1312,Rikujou Bouei-tai Mao-chan,6.66,11326.0,14075,732,284,finished,32,11326,6.4,2934,Comedy
1314,UFO Robo Grendizer,6.65,11489.0,20687,351,113,finished,20,11489,7.66,4381,Action
1316,Soul Eater NOT!,6.64,11504.0,643,21162,8767,finished,41,11504,6.33,92269,Action
1317,Vandread,6.64,11523.0,7624,1783,797,finished,14,11523,7.33,53360,Action
1318,Mazinger Z,6.64,11539.0,4340,3466,1497,finished,33,11539,7.49,5746,Action
1319,Demashita! Powerpuff Girls Z,6.64,11540.0,11709,982,351,finished,13,11540,6.52,13624,Action
1320,Uchuu Senkan Yamato,6.63,11648.0,13310,804,231,finished,18,11648,7.73,10688,Action
1321,Kagaku na Yatsura,6.63,11651.0,4988,2972,570,finished,36,11651,5.88,10812,Ecchi
1322,Tokiwa Kitareri!!,6.63,11672.0,6284,2260,545,finished,123,11672,5.83,176,Action
1323,Brigadoon: Marin to Melan,6.62,11696.0,18461,445,196,finished,10,11696,7.44,5636,Action
1324,Medarot,6.62,11699.0,17305,505,160,finished,0,11699,7.13,30148,Action
1325,Ojamajo Doremi,6.62,11708.0,16373,562,191,finished,21,11708,7.19,19222,Comedy
1326,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.62,11725.0,2262,6785,2368,finished,85,11725,6.34,51637,Ecchi
1327,Muramasa,6.62,11726.0,13028,835,206,finished,44,11726,6.39,2535,Action
1328,Dog Days,6.62,11774.0,10259,1195,398,finished,5,11774,7.21,97809,Action
1329,Ane Log: Moyako Neesan no Tomaranai Monologue,6.61,11807.0,2639,5860,1456,finished,300,11807,6.35,9588,Comedy
1330,Mach GoGoGo,6.61,11818.0,12471,893,334,finished,10,11818,6.75,6253,Action
1331,Youkai Watch,6.61,11841.0,10884,1097,416,currently_publishing,0,11841,6.95,8147,Action
1332,Asatte no Houkou.,6.6,11874.0,11519,1004,389,finished,29,11874,7.16,16909,Fantasy
1333,Dragonaut: The Resonance,6.6,11879.0,7620,1784,850,finished,6,11879,6.81,45265,Action
1334,Oedo wa Nemurenai!,6.6,11885.0,20256,367,127,finished,32,11885,6.22,173,Comedy
1335,Samurai 7,6.6,11896.0,10015,1233,431,finished,7,11896,7.6,74991,Fantasy
1336,Inazuma Eleven Go,6.6,11921.0,13283,807,297,finished,35,11921,7.32,18480,Action
1338,Sakura Tsuushin,6.59,11981.0,7405,1847,501,finished,223,11981,6.33,7342,Ecchi
1339,Choujuu Densetsu Gestalt,6.59,11983.0,12099,934,253,finished,51,11983,6.26,2601,Action
1340,Manyuu Hikenchou,6.59,11991.0,7474,1824,284,finished,46,11991,6.34,32171,Action
1342,Abenobashi Mahou☆Shoutengai,6.58,12092.0,7396,1848,795,finished,12,12092,7.38,47752,Adventure
1344,Boku no Marie,6.58,12108.0,14882,666,161,finished,111,12108,6.44,2186,Comedy
1345,Heroman,6.58,12113.0,11664,987,271,finished,27,12113,6.93,23405,Action
1346,Hantsu x Trash,6.57,12206.0,1169,12662,3793,finished,199,12206,5.29,6850,Comedy
1347,Gyakusatsu Kikan,6.57,12218.0,10731,1119,173,finished,28,12218,,12529,Action
1348,Gun Frontier,6.56,12266.0,15462,622,113,finished,34,12266,6.75,4732,Action
1350,DRAMAtical Murder,6.56,12315.0,5763,2494,216,currently_publishing,0,12315,6.32,80121,Action
1351,Saber Marionette J,6.55,12334.0,8114,1641,817,finished,34,12334,7.45,17561,Action
1352,Kore ga Watashi no Goshujinsama,6.55,12337.0,4120,3674,1457,finished,20,12337,6.69,57646,Ecchi
1353,Shichinin no Nana,6.55,12344.0,17965,471,206,finished,27,12344,6.91,2915,Romance
1355,Metropolis,6.54,12422.0,5723,2517,1180,finished,0,12422,7.62,44030,Action
1357,Arion,6.54,12470.0,17785,480,143,finished,28,12470,6.37,2415,Action
1358,Princess Lover!,6.54,12480.0,11951,951,229,finished,5,12480,7.03,104098,Comedy
1359,Luger Code 1951,6.54,12505.0,10658,1129,522,finished,3,12505,6.59,14410,Action
1360,Uchuu Patrol Luluco,6.54,12508.0,14567,692,196,finished,3,12508,7.7,50236,Comedy
1362,Simoun,6.52,12633.0,10854,1102,498,finished,4,12633,7.56,24664,Romance
1363,Boys Be...,6.51,12701.0,9242,1374,355,finished,255,12701,6.59,15026,Romance
1364,Magma Taishi,6.51,12726.0,20185,370,107,finished,21,12726,5.98,421,Action
1365,Rescue Me!,6.51,12736.0,5053,2916,569,finished,44,12736,6.13,14381,Ecchi
1366,Kirara,6.5,12779.0,7868,1709,708,finished,43,12779,6.4,1596,Ecchi
1367,Angel,6.5,12784.0,14010,737,207,finished,60,12784,5.61,1005,Ecchi
1368,Shin Takarajima,6.5,12793.0,10392,1174,617,finished,0,12793,5.65,106,Adventure
1369,Futakoi Alternative,6.5,12795.0,19206,411,118,finished,10,12795,7.02,21516,Comedy
1370,Rizelmine,6.49,12879.0,8323,1590,823,finished,7,12879,6.67,16672,Comedy
1371,Yotsunoha,6.49,12896.0,15486,620,253,finished,8,12896,6.48,8565,Comedy
1372,Koi Koi 7,6.48,12953.0,15004,657,149,finished,52,12953,5.96,10399,Comedy
1373,Norn9: Norn+Nonet,6.48,12994.0,10420,1167,377,finished,8,12994,6.65,38139,Adventure
1374,Puchi Puri Yuushi,6.47,13021.0,15261,636,232,finished,4,13021,7.54,8030,Fantasy
1375,Great Mazinger,6.47,13037.0,11425,1018,411,finished,26,13037,7.34,1917,Action
1376,Devilman Lady,6.45,13163.0,3332,4614,1506,finished,65,13163,6.92,8665,Action
1377,Plastic Little,6.45,13167.0,8332,1589,815,finished,5,13167,6.27,7287,Action
1378,Maou Dante,6.42,13349.0,7715,1759,744,finished,0,13349,6.31,3907,Fantasy
1379,Magical☆Star Kanon 100%,6.42,13373.0,6478,2186,957,finished,6,13373,6.89,18291,Supernatural
1380,30-sai no Hoken Taiiku,6.41,13426.0,12765,861,223,finished,11,13426,6.84,31253,Ecchi
1381,Etotama,6.41,13429.0,15086,649,105,finished,26,13429,7.04,36463,Fantasy
1382,Hana,6.41,13439.0,13133,823,323,finished,4,13439,5.0,207,Fantasy
1383,Sekai de Ichiban Tsuyoku Naritai!,6.41,13446.0,12094,935,106,finished,31,13446,6.0,26513,Action
1384,Phi Brain: Kami no Puzzle,6.41,13447.0,13977,740,238,finished,11,13447,7.32,64958,Action
1385,Asa made Jugyou Chu!,6.4,13451.0,1110,13148,4657,finished,49,13451,6.37,25285,Ecchi
1386,RahXephon,6.4,13462.0,7323,1872,896,finished,16,13462,7.55,66751,Action
1387,Birth,6.38,13554.0,13416,794,241,finished,17,13554,6.04,2129,Fantasy
1388,Corrector Yui,6.38,13555.0,16008,586,205,finished,11,13555,6.9,7411,Fantasy
1390,Najica Dengeki Sakusen,6.38,13559.0,15603,612,235,finished,18,13559,6.08,9605,Action
1391,Mazinkaiser,6.38,13567.0,18595,439,162,finished,7,13567,7.47,4681,Action
1392,Onna Kyoushi,6.38,13597.0,23603,260,127,finished,3,13597,6.24,1570,Romance
1393,Kakumeiki Valvrave,6.37,13632.0,16130,579,117,finished,4,13632,7.31,96718,Action
1394,Mouryou Senki Madara,6.36,13684.0,16160,577,116,finished,0,13684,6.4,813,Adventure
1397,God Mazinger,6.34,13790.0,17645,488,153,finished,0,13790,6.83,946,Action
1398,School Days,6.33,13810.0,1012,14210,8641,finished,12,13810,6.17,279183,Romance
1399,Natsu e no Tobira,6.33,13815.0,12472,892,355,finished,1,13815,6.51,1975,Drama
1400,Armitage III,6.33,13835.0,17013,522,113,finished,11,13835,7.2,14930,Action
1401,Godzilla,6.32,13871.0,19315,406,153,finished,6,13871,,1022,Action
1402,Okusama wa Joshikousei,6.31,13909.0,3469,4397,1130,finished,160,13909,5.52,1006,Ecchi
1404,Big Order,6.3,13968.0,859,16282,5492,finished,55,13968,6.18,17237,Action
1406,Juushin Liger,6.29,14024.0,23225,270,108,finished,0,14024,6.72,575,Action
1407,Dennou Coil,6.28,14046.0,13973,740,199,finished,2,14046,8.19,76860,Adventure
1408,Brain Powerd,6.27,14073.0,11000,1076,441,finished,26,14073,6.3,5058,Adventure
1409,Gate Keepers,6.25,14141.0,16419,559,184,finished,14,14141,7.07,14582,Adventure
1410,Kekkou Kamen,6.25,14154.0,12446,896,280,finished,30,14154,5.9,2344,Ecchi
1411,Netsuzou TRap,6.24,14209.0,836,16858,7364,finished,29,14209,,1783,Drama
1412,Buzzer Beater,6.23,14219.0,6686,2103,855,finished,80,14219,6.73,8439,Sports
1413,Bannou Bunka Neko-Musume,6.23,14228.0,18268,455,162,finished,3,14228,6.8,6122,Action
1414,Tenkuu no Escaflowne,6.2,14315.0,6596,2138,842,finished,34,14315,7.8,83437,Action
1415,Dororon Enma-kun,6.2,14321.0,12452,895,296,finished,21,14321,6.38,1898,Ecchi
1416,Hatsukoi Monster,6.18,14391.0,4325,3476,668,currently_publishing,0,14391,6.06,37238,Comedy
1417,ChäoS;HEAd,6.11,14529.0,3215,4807,1768,finished,11,14529,6.62,174337,Supernatural
1418,Princess Tutu,6.08,14585.0,4920,3015,1436,finished,10,14585,8.23,73218,Fantasy
1419,Seikimatsu Occult Gakuin,6.08,14594.0,11179,1052,395,finished,5,14594,7.16,65021,Comedy
1420,Holy Knight,6.08,14595.0,2447,6267,1723,currently_publishing,0,14595,6.28,20589,Drama
1421,Fushigi no Kuni no Miyuki-chan,6.07,14604.0,2871,5413,3005,finished,7,14604,6.0,7240,Ecchi
1422,Waza no Tabibito,6.05,14645.0,18778,431,149,finished,2,14645,5.89,474,Action
1423,Fushigi na Melmo,6.03,14668.0,13697,767,328,finished,29,14668,6.62,440,Adventure
1424,Akikan!,6.03,14669.0,6100,2341,1027,finished,7,14669,6.4,74097,Ecchi
1426,Koutetsu Jeeg,6.02,14692.0,15344,630,267,finished,10,14692,7.27,1093,Action
1427,Pupa,6.0,14718.0,711,19458,6846,finished,34,14718,3.82,83652,Drama
1428,Genocyber,5.95,14767.0,8702,1499,530,finished,5,14767,6.12,12158,Action
1430,Cambrian,5.82,14886.0,10434,1166,489,finished,28,14886,5.99,2487,Drama
1431,Sweet Valerian,5.72,14963.0,16201,573,222,finished,6,14963,5.91,1680,Comedy
1432,Zoids Shinseiki/Zero,,15128.0,23158,272,76,finished,4,15128,7.45,16381,Action
1434,Tokyo Tribe 2,,15153.0,16258,569,97,finished,0,15153,6.99,5060,Action
1435,Tokumu Sentai Shinesman,,15162.0,28028,169,20,finished,0,15162,7.07,1588,Action
1436,Igano Kabamaru,,15188.0,23904,252,40,finished,0,15188,8.13,5063,Comedy
1437,Midnight Panther,,15190.0,30609,134,32,finished,23,15190,5.84,1144,Adventure
1438,Otenki Oneesan,,15192.0,27823,173,25,finished,0,15192,5.63,1040,Comedy
1439,Jinki:Extend,,15195.0,18600,438,94,finished,53,15195,6.29,7496,Action
1440,Karen,,15199.0,35473,91,27,finished,0,15199,5.97,1791,Fantasy
1441,Kokoro Toshokan,,15225.0,25394,218,79,finished,51,15225,6.62,3748,Comedy
1442,Compiler,,15232.0,23502,263,60,finished,27,15232,5.47,1028,Romance
1443,Muteki Kanban Musume,,15241.0,18995,420,91,finished,0,15241,7.22,12409,Comedy
